22,193,1,1,191,2019-04-10 08:00:28.966753
47,246,1,1,200,2019-04-10 08:01:50.524189
40,242,1,1,200,2019-04-10 08:03:03.326955
41,189,1,1,200,2019-04-10 08:04:20.947823
48,210,1,1,200,2019-04-10 08:05:37.287383
48,222,1,1,175,2019-04-10 08:06:57.349715
38,207,1,1,183,2019-04-10 08:08:11.241701
41,203,1,1,199,2019-04-10 08:09:23.553774
29,235,1,1,191,2019-04-10 08:10:39.540363
30,217,1,1,200,2019-04-10 08:11:57.102993
33,157,1,1,200,2019-04-10 08:13:04.641377
35,184,1,1,200,2019-04-10 08:14:22.217387
36,226,1,1,200,2019-04-10 08:15:36.176031
33,193,1,1,200,2019-04-10 08:16:50.226541
28,238,1,1,200,2019-04-10 08:18:00.642706
44,166,1,1,199,2019-04-10 08:19:11.879366
26,197,1,1,200,2019-04-10 08:20:26.855903
57,208,1,1,200,2019-04-10 08:21:51.669273
28,229,1,1,183,2019-04-10 08:23:02.219720
34,213,1,1,200,2019-04-10 08:24:13.497570
34,229,1,1,191,2019-04-10 08:25:32.168326
20,237,1,1,191,2019-04-10 08:26:49.001025
37,205,1,1,200,2019-04-10 08:27:58.639499
32,196,1,1,200,2019-04-10 08:29:12.458657
35,232,1,1,167,2019-04-10 08:30:25.782789
24,228,1,1,199,2019-04-10 08:31:45.407055
36,236,1,1,200,2019-04-10 08:32:57.835634
30,277,1,1,200,2019-04-10 08:34:14.672442
50,176,1,1,159,2019-04-10 08:35:36.750454
37,198,1,1,200,2019-04-10 08:36:57.691015
37,184,1,1,200,2019-04-10 08:38:05.616662
62,209,1,1,135,2019-04-10 08:39:16.353931
36,236,1,1,199,2019-04-10 08:40:21.394657
44,197,1,1,200,2019-04-10 08:41:30.272555
48,220,1,1,200,2019-04-10 08:42:37.066490
39,235,1,1,200,2019-04-10 08:43:44.622550
32,219,1,1,200,2019-04-10 08:44:48.471993
23,206,1,1,191,2019-04-10 08:45:56.122843
38,203,1,1,200,2019-04-10 08:47:02.702385
25,169,1,1,159,2019-04-10 08:48:08.784572
35,206,1,1,167,2019-04-10 08:49:19.929911
30,182,1,1,135,2019-04-10 08:50:27.335340
34,222,1,1,200,2019-04-10 08:51:33.959489
